Exercise_Type,Exercise_Name,Video_Link,Intensity,Duration,Weight_Loss_Goal,Steps
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,Medium,6-7 min,20 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,2-3 min,2 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,2-3 min,4 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,3-5 min,6 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,3-5 min,8 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,3-5 min,10 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,5-6 min,12 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,5-6 min,14 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,6-7 min,16 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,6-7 min,18 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,6-7 min,20 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,2-3 min,2 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,2-3 min,4 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,3-5 min,6 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,3-5 min,8 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,3-5 min,10 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,5-6 min,12 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,5-6 min,14 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,6-7 min,16 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,6-7 min,18 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,6-7 min,20 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,2-3 min,2 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,2-3 min,4 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,3-5 min,6 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,3-5 min,8 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,3-5 min,10 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,5-6 min,12 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,5-6 min,14 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,6-7 min,16 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,6-7 min,18 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Battle Ropes,https://www.youtube.com/watch?v=pxOLkjNLqNo,High,6-7 min,20 kg,"1. Hold one rope in each hand.
2. Alternate lifting and slamming the ropes.
3. Maintain a steady rhythm and engage your core."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Low,2-3 min,2 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Low,2-3 min,4 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Low,3-5 min,6 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Low,3-5 min,8 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Low,3-5 min,10 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Low,5-6 min,12 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Low,5-6 min,14 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Low,6-7 min,16 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Low,6-7 min,18 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Low,6-7 min,20 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Medium,2-3 min,2 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Medium,2-3 min,4 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Medium,3-5 min,6 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Medium,3-5 min,8 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Medium,3-5 min,10 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Medium,5-6 min,12 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Medium,5-6 min,14 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Medium,6-7 min,16 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Medium,6-7 min,18 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,Medium,6-7 min,20 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,2-3 min,2 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,2-3 min,4 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,3-5 min,6 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,3-5 min,8 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,3-5 min,10 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,5-6 min,12 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,5-6 min,14 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,6-7 min,16 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,6-7 min,18 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,6-7 min,20 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,2-3 min,2 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,2-3 min,4 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,3-5 min,6 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,3-5 min,8 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,3-5 min,10 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,5-6 min,12 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,5-6 min,14 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,6-7 min,16 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,6-7 min,18 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,6-7 min,20 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,2-3 min,2 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,2-3 min,4 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,3-5 min,6 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,3-5 min,8 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,3-5 min,10 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,5-6 min,12 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,5-6 min,14 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,6-7 min,16 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,6-7 min,18 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Burpees,https://www.youtube.com/watch?v=TU8QYVW0gDU,High,6-7 min,20 kg,"1. Stand with feet shoulder-width apart.
2. Squat down and place hands on the floor.
3. Jump your feet back into a plank position.
4. Perform a push-up, then jump feet forward.
5. Explode up into a jump and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Low,2-3 min,2 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Low,2-3 min,4 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Low,3-5 min,6 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Low,3-5 min,8 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Low,3-5 min,10 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Low,5-6 min,12 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Low,5-6 min,14 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Low,6-7 min,16 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Low,6-7 min,18 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Low,6-7 min,20 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Medium,2-3 min,2 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Medium,2-3 min,4 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Medium,3-5 min,6 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Medium,3-5 min,8 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Medium,3-5 min,10 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Medium,5-6 min,12 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Medium,5-6 min,14 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Medium,6-7 min,16 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Medium,6-7 min,18 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,Medium,6-7 min,20 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,High,2-3 min,2 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,High,2-3 min,4 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
High-Intensity Interval Training (HIIT),Tuck Jumps,https://www.youtube.com/watch?v=fWQIz2MLz5I,High,3-5 min,6 kg,"1. Stand with feet shoulder-width apart.
2. Jump explosively while tucking your knees to your chest.
3. Land softly and repeat."
